,file,is_background,date_time,location,speed_kmh,sample_pos,daytime,weather,vehicle,source_direction,microphone,channel
1458,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_42849024_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,42849024,None,None,None,None,SE,CH34
1459,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_42945024_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,42945024,None,None,None,None,SE,CH34
1460,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_43041024_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,43041024,None,None,None,None,SE,CH34
1461,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_43137024_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,43137024,None,None,None,None,SE,CH34
1462,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_43233024_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,43233024,None,None,None,None,SE,CH34
1463,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_43329024_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,43329024,None,None,None,None,SE,CH34
1464,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_43425024_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,43425024,None,None,None,None,SE,CH34
1465,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_43921920_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,43921920,None,None,None,None,SE,CH34
1466,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_44017920_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,44017920,None,None,None,None,SE,CH34
1467,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_44113920_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,44113920,None,None,None,None,SE,CH34
1468,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_44209920_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,44209920,None,None,None,None,SE,CH34
1469,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_44305920_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,44305920,None,None,None,None,SE,CH34
1470,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_446648_M_D_CR_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,446648,M,D,C,R,SE,CH34
1471,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_45080_M_D_CR_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,45080,M,D,C,R,SE,CH34
1472,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_45440256_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,45440256,None,None,None,None,SE,CH34
1473,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_454664_M_D_CR_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,454664,M,D,C,R,SE,CH34
1474,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_45536256_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,45536256,None,None,None,None,SE,CH34
1475,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_45632256_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,45632256,None,None,None,None,SE,CH34
1476,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_45728256_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,45728256,None,None,None,None,SE,CH34
1477,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_45824256_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,45824256,None,None,None,None,SE,CH34
1478,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_46391808_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,46391808,None,None,None,None,SE,CH34
1479,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_46487808_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,46487808,None,None,None,None,SE,CH34
1480,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_46583808_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,46583808,None,None,None,None,SE,CH34
1481,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_466088_M_D_CL_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,466088,M,D,C,L,SE,CH34
1482,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_46679808_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,46679808,None,None,None,None,SE,CH34
1483,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_46775808_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,46775808,None,None,None,None,SE,CH34
1484,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_46871808_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,46871808,None,None,None,None,SE,CH34
1485,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_46967808_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,46967808,None,None,None,None,SE,CH34
1486,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_472712_M_D_CR_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,472712,M,D,C,R,SE,CH34
1487,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_479768_M_D_TL_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,479768,M,D,T,L,SE,CH34
1488,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_48435456_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,48435456,None,None,None,None,SE,CH34
1489,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_485432_M_D_CL_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,485432,M,D,C,L,SE,CH34
1490,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_491768_M_D_CR_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,491768,M,D,C,R,SE,CH34
1491,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_494504_M_D_CR_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,494504,M,D,C,R,SE,CH34
1492,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_49571328_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,49571328,None,None,None,None,SE,CH34
1493,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_49667328_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,49667328,None,None,None,None,SE,CH34
1494,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_49763328_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,49763328,None,None,None,None,SE,CH34
1495,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_49859328_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,49859328,None,None,None,None,SE,CH34
1496,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_49955328_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,49955328,None,None,None,None,SE,CH34
1497,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_50051328_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,50051328,None,None,None,None,SE,CH34
1498,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_50147328_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,50147328,None,None,None,None,SE,CH34
1499,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_50243328_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,50243328,None,None,None,None,SE,CH34
1500,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_50339328_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,50339328,None,None,None,None,SE,CH34
1501,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_509576_M_D_CR_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,509576,M,D,C,R,SE,CH34
1502,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_51350015_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,51350015,None,None,None,None,SE,CH34
1503,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_51446015_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,51446015,None,None,None,None,SE,CH34
1504,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_51542015_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,51542015,None,None,None,None,SE,CH34
1505,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_51638015_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,51638015,None,None,None,None,SE,CH34
1506,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_51734015_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,51734015,None,None,None,None,SE,CH34
1507,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_52755455_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,52755455,None,None,None,None,SE,CH34
1508,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_5281280_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,5281280,None,None,None,None,SE,CH34
1509,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_52813_M_D_CR_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,52813,M,D,C,R,SE,CH34
1510,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_530456_M_D_CL_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,530456,M,D,C,L,SE,CH34
1511,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_53695488_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,53695488,None,None,None,None,SE,CH34
1512,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_5377280_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,5377280,None,None,None,None,SE,CH34
1513,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_53791488_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,53791488,None,None,None,None,SE,CH34
1514,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_53887488_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,53887488,None,None,None,None,SE,CH34
1515,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_539672_M_D_CL_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,539672,M,D,C,L,SE,CH34
1516,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_543511_M_D_CR_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,543511,M,D,C,R,SE,CH34
1517,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_546296_M_D_CR_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,546296,M,D,C,R,SE,CH34
1518,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_5473280_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,5473280,None,None,None,None,SE,CH34
1519,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_549128_M_D_CR_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,549128,M,D,C,R,SE,CH34
1520,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_54921216_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,54921216,None,None,None,None,SE,CH34
1521,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_55017216_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,55017216,None,None,None,None,SE,CH34
1522,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_550760_M_D_CL_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,550760,M,D,C,L,SE,CH34
1523,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_55113216_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,55113216,None,None,None,None,SE,CH34
1524,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_55209216_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,55209216,None,None,None,None,SE,CH34
1525,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_55305216_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,55305216,None,None,None,None,SE,CH34
1526,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_55401216_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,55401216,None,None,None,None,SE,CH34
1527,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_55497216_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,55497216,None,None,None,None,SE,CH34
1528,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_55593216_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,55593216,None,None,None,None,SE,CH34
1529,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_55689216_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,55689216,None,None,None,None,SE,CH34
1530,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_5569280_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,5569280,None,None,None,None,SE,CH34
1531,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_55785216_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,55785216,None,None,None,None,SE,CH34
1532,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_55881216_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,55881216,None,None,None,None,SE,CH34
1533,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_55977216_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,55977216,None,None,None,None,SE,CH34
1534,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_56073216_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,56073216,None,None,None,None,SE,CH34
1535,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_56169216_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,56169216,None,None,None,None,SE,CH34
1536,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_56265216_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,56265216,None,None,None,None,SE,CH34
1537,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_563240_M_D_CR_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,563240,M,D,C,R,SE,CH34
1538,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_5665280_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,5665280,None,None,None,None,SE,CH34
1539,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_569576_M_D_CL_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,569576,M,D,C,L,SE,CH34
1540,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_57165312_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,57165312,None,None,None,None,SE,CH34
1541,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_575480_M_D_CR_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,575480,M,D,C,R,SE,CH34
1542,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_5761280_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,5761280,None,None,None,None,SE,CH34
1543,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_59471616_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,59471616,None,None,None,None,SE,CH34
1544,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_59533_M_D_CL_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,59533,M,D,C,L,SE,CH34
1545,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_59567616_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,59567616,None,None,None,None,SE,CH34
1546,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_59663616_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,59663616,None,None,None,None,SE,CH34
1547,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_61231872_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,61231872,None,None,None,None,SE,CH34
1548,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_61327872_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,61327872,None,None,None,None,SE,CH34
1549,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_62416128_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,62416128,None,None,None,None,SE,CH34
1550,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_62512128_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,62512128,None,None,None,None,SE,CH34
1551,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_626936_M_D_TR_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,626936,M,D,T,R,SE,CH34
1552,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_63505920_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,63505920,None,None,None,None,SE,CH34
1553,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_63601920_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,63601920,None,None,None,None,SE,CH34
1554,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_63697920_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,63697920,None,None,None,None,SE,CH34
1555,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_63793920_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,63793920,None,None,None,None,SE,CH34
1556,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_63889920_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,63889920,None,None,None,None,SE,CH34
1557,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_63985920_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,63985920,None,None,None,None,SE,CH34
1558,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_639895_M_D_CL_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,639895,M,D,C,L,SE,CH34
1559,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_644552_M_D_CR_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,644552,M,D,C,R,SE,CH34
1560,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_646760_M_D_CR_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,646760,M,D,C,R,SE,CH34
1561,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_64745472_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,64745472,None,None,None,None,SE,CH34
1562,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_64841472_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,64841472,None,None,None,None,SE,CH34
1563,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_64937472_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,64937472,None,None,None,None,SE,CH34
1564,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_65033472_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,65033472,None,None,None,None,SE,CH34
1565,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_65129472_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,65129472,None,None,None,None,SE,CH34
1566,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_652040_M_D_CR_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,652040,M,D,C,R,SE,CH34
1567,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_65225472_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,65225472,None,None,None,None,SE,CH34
1568,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_65321472_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,65321472,None,None,None,None,SE,CH34
1569,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_653768_M_D_CR_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,653768,M,D,C,R,SE,CH34
1570,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_65417472_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,65417472,None,None,None,None,SE,CH34
1571,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_65513472_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,65513472,None,None,None,None,SE,CH34
1572,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_66782208_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,66782208,None,None,None,None,SE,CH34
1573,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_66878208_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,66878208,None,None,None,None,SE,CH34
1574,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_66974208_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,66974208,None,None,None,None,SE,CH34
1575,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_67070208_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,67070208,None,None,None,None,SE,CH34
1576,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_67166208_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,67166208,None,None,None,None,SE,CH34
1577,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_67262208_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,67262208,None,None,None,None,SE,CH34
1578,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_67358208_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,67358208,None,None,None,None,SE,CH34
1579,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_67454208_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,67454208,None,None,None,None,SE,CH34
1580,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_68109312_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,68109312,None,None,None,None,SE,CH34
1581,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_68205312_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,68205312,None,None,None,None,SE,CH34
1582,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_68301312_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,68301312,None,None,None,None,SE,CH34
1583,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_689720_M_D_CL_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,689720,M,D,C,L,SE,CH34
1584,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_69208320_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,69208320,None,None,None,None,SE,CH34
1585,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_69304320_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,69304320,None,None,None,None,SE,CH34
1586,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_69400320_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,69400320,None,None,None,None,SE,CH34
1587,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_69496320_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,69496320,None,None,None,None,SE,CH34
1588,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_69560_M_D_CR_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,69560,M,D,C,R,SE,CH34
1589,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_69592320_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,69592320,None,None,None,None,SE,CH34
1590,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_69688320_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,69688320,None,None,None,None,SE,CH34
1591,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_70321152_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,70321152,None,None,None,None,SE,CH34
1592,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_70417152_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,70417152,None,None,None,None,SE,CH34
1593,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_7050240_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,7050240,None,None,None,None,SE,CH34
1594,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_70513152_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,70513152,None,None,None,None,SE,CH34
1595,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_70609152_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,70609152,None,None,None,None,SE,CH34
1596,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_7146240_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,7146240,None,None,None,None,SE,CH34
1597,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_71645952_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,71645952,None,None,None,None,SE,CH34
1598,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_71741952_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,71741952,None,None,None,None,SE,CH34
1599,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_71837952_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,71837952,None,None,None,None,SE,CH34
1600,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_71933952_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,71933952,None,None,None,None,SE,CH34
1601,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_72029952_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,72029952,None,None,None,None,SE,CH34
1602,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_722456_M_D_CR_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,722456,M,D,C,R,SE,CH34
1603,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_7242240_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,7242240,None,None,None,None,SE,CH34
1604,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_725048_M_D_CL_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,725048,M,D,C,L,SE,CH34
1605,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_72715008_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,72715008,None,None,None,None,SE,CH34
1606,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_72811008_SE_CH34-BG,True,2019-11-18-07-25,Langewiesener-Strasse,50,72811008,None,None,None,None,SE,CH34
1607,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_728888_M_D_CR_SE_CH34,False,2019-11-18-07-25,Langewiesener-Strasse,50,728888,M,D,C,R,SE,CH34
